Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
1,2.0131933465600014,0.2109375,1.8105544320742288,0.3466666666666667
2,1.7366419166326523,0.35859375,1.6939968112111092,0.38666666666666666
3,1.5716576159000397,0.4125,1.5347459007799626,0.41333333333333333
4,1.488415852189064,0.4546875,1.3768327206062774,0.49333333333333335
5,1.4313495099544524,0.47265625,1.3881585740794737,0.5133333333333333
6,1.3328395135700704,0.52109375,1.2948186104744672,0.5133333333333333
7,1.1443793654441834,0.5921875,1.2196091246511787,0.6066666666666667
8,1.0382248714566231,0.63046875,1.3306860247316459,0.5466666666666666
9,0.9603990152478218,0.65078125,0.9298777449053401,0.6466666666666666
10,0.8099502690136433,0.71484375,0.994978298015582,0.6066666666666667
11,0.6910398174077272,0.7578125,1.0678374925934866,0.62
12,0.8036205580458045,0.70859375,1.2286376961111092,0.5733333333333334
13,0.6273774858564138,0.778125,1.0065540808148217,0.6466666666666666
14,0.5589933350682259,0.815625,0.8927325245301472,0.68
15,0.5260289672762155,0.821875,1.0236238078871005,0.66
16,0.5320088494569063,0.809375,0.8855609263777539,0.7133333333333334
17,0.47583510307595134,0.840625,0.8284772845866003,0.7
18,0.4301438179798424,0.84453125,0.8784786874729738,0.7
19,0.3379406351596117,0.8890625,0.9732271402813664,0.7066666666666667
20,0.35082113397074866,0.87109375,0.8190661853236816,0.7133333333333334
21,0.2808133183978498,0.90390625,0.828417108491091,0.72
22,0.2568726586177945,0.90703125,0.8824294336139338,0.68
23,0.21225560100283475,0.93046875,1.0276206097126852,0.7066666666666667
24,0.20827148628886788,0.928125,0.9521030650886845,0.7533333333333333
25,0.2123489506659098,0.93203125,0.8137077876298948,0.74
26,0.19890061621554195,0.9328125,0.9438465909527054,0.7333333333333333
27,0.1790124522638507,0.93203125,1.1271419059324912,0.6866666666666666
28,0.22534895468270405,0.92265625,0.8270103201852893,0.7733333333333333
29,0.21345625831745565,0.9265625,1.1138733340288476,0.6933333333333334
30,0.20308843147940933,0.93515625,0.8590423825708285,0.7333333333333333
31,0.10281188896333333,0.96484375,1.2834830967911375,0.68
32,0.19717504670261404,0.9265625,0.7760207968328026,0.7466666666666667
33,0.15036914016236552,0.95,1.192646589385048,0.7066666666666667
34,0.35573739843966906,0.8859375,0.883839181852402,0.72
35,0.22058195867575706,0.92578125,1.162667397227135,0.74
36,0.17969031681132036,0.93671875,0.961904468255254,0.76
37,0.13227614026109222,0.95859375,0.8824998736914301,0.76
38,0.12814574002404697,0.953125,1.0486677661048889,0.7266666666666667
39,0.17102044076018502,0.9453125,0.7928644754288335,0.7466666666666667
40,0.1291240055084927,0.9609375,1.0775809517179074,0.7066666666666667
41,0.10372595878143329,0.965625,0.8079286944582272,0.7466666666666667
42,0.10285745390574448,0.95625,0.924543694691947,0.72
43,0.18450469880481252,0.93984375,0.8727266929372831,0.78
44,0.10760078619932756,0.9640625,0.7165709223555594,0.8
45,0.06925451585775591,0.97734375,1.2359927978378349,0.76
46,0.0693485481555399,0.9734375,0.8453995302143047,0.8066666666666666
47,0.09457219807336514,0.97265625,1.0221380990860427,0.7466666666666667
48,0.15298987764472258,0.95078125,0.9183079652544883,0.7533333333333333
49,0.11105066153904772,0.96640625,0.8171158603390832,0.7933333333333333
50,0.11311202093784231,0.9609375,0.8579437702548481,0.78
51,0.04139126067966572,0.98671875,0.9167551308526102,0.7466666666666667
52,0.03745221605659026,0.98828125,1.2074470405075315,0.7466666666666667
53,0.06288587424237449,0.978125,1.0774506689390178,0.76
54,0.07389501465513604,0.97578125,1.1580159323138262,0.7133333333333334
55,0.04935250525159063,0.9828125,1.03136360662037,0.7933333333333333
56,0.09436163475984358,0.975,1.2069658097386908,0.7133333333333334
57,0.07396968132234179,0.975,0.8749596575845675,0.76
58,0.06586537690345722,0.97734375,1.0298312994606618,0.7666666666666667
59,0.07666780390864006,0.978125,0.8918634289273744,0.7666666666666667
60,0.0680318057686236,0.978125,0.841906191480683,0.7666666666666667
61,0.013285148455179297,0.9953125,0.7227849641780951,0.7933333333333333
62,0.012048354933540395,0.99609375,0.6245107495270227,0.8266666666666667
63,0.03188765478480491,0.990625,0.7637723688271899,0.7866666666666666
64,0.040118295868524,0.9859375,0.782007696807609,0.7866666666666666
65,0.08140894493881205,0.97421875,1.0841336860272388,0.74
66,0.12811274300474906,0.95625,0.8926176516393524,0.7933333333333333
67,0.09293308581400198,0.96875,0.839954785748134,0.78
68,0.043961042694718344,0.98671875,0.92990322367027,0.7733333333333333
69,0.05809491646141396,0.98046875,0.8154074088128768,0.8066666666666666
70,0.029608443004326544,0.990625,0.7607345939480048,0.8133333333333334
71,0.0552523301967085,0.98671875,0.8468666164947024,0.8066666666666666
72,0.051543371273874074,0.98125,0.8513138046715193,0.78
73,0.037913721154291126,0.9859375,0.9151154628881254,0.7866666666666666
74,0.07550550308224047,0.97890625,0.904135848918239,0.7466666666666667
75,0.0417033147345137,0.9875,0.6777870135744292,0.8333333333333334
76,0.08802970485539845,0.9734375,0.8257509607636279,0.7933333333333333
77,0.034646480255833015,0.9890625,0.8620569333659693,0.8
78,0.03858928576337348,0.98671875,0.8459943063163006,0.7933333333333333
79,0.0725757188965872,0.9765625,0.9884880324534591,0.7333333333333333
80,0.062476154781325025,0.98046875,1.1222380815287594,0.78
81,0.0518344667605561,0.984375,1.1101683933559965,0.7733333333333333
82,0.05261291809083559,0.984375,0.9191075997205218,0.8333333333333334
83,0.06700751951357234,0.978125,1.327949489034126,0.7533333333333333
84,0.11410849212406901,0.96328125,1.2462274608108037,0.7266666666666667
85,0.13520468763890675,0.95546875,0.7311071962349195,0.8533333333333334
86,0.07154914175407612,0.975,0.8012116644373457,0.8
87,0.04126402427718858,0.9875,0.9552514521707368,0.7733333333333333
88,0.052822645540436496,0.9828125,0.9817251039278619,0.7533333333333333
89,0.020043937202535743,0.9953125,0.9470985415086748,0.78
90,0.028608872272343433,0.9953125,1.0224244897292794,0.76
91,0.02423055916078738,0.99296875,0.9390464385035276,0.76
92,0.022630162157793166,0.99296875,0.9189753303464844,0.7466666666666667
93,0.09684494740031369,0.96875,0.9075824943528793,0.78
94,0.0792389393755002,0.975,0.6895982295888272,0.8
95,0.049289359550311926,0.9875,0.6936431777171699,0.8066666666666666
96,0.030618523824523437,0.99375,0.9164318895833565,0.7733333333333333
97,0.030080312513473473,0.98984375,0.8525188990637931,0.7733333333333333
