Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
1,2.0614739894866942,0.1625,1.9543451654911042,0.26
2,1.8186569452285766,0.3,1.7336946970721085,0.32666666666666666
3,1.5259289160370826,0.43671875,1.3500070651868978,0.5333333333333333
4,1.2224913261830808,0.55234375,1.1725314304977656,0.5666666666666667
5,0.9973380502313376,0.64609375,1.4194744111597537,0.52
6,0.958036370202899,0.66484375,0.9591307188539455,0.64
7,0.6199668914079666,0.7734375,0.9080387427223225,0.7
8,0.509491210617125,0.83203125,0.9294192848222641,0.7133333333333334
9,0.3609016354661435,0.88046875,0.8193793966795784,0.7266666666666667
10,0.2508185526588932,0.9203125,1.075249194571467,0.7333333333333333
11,0.22942031022394077,0.92109375,1.2502016383000105,0.66
12,0.1960299153230153,0.93359375,1.2068454504384136,0.7066666666666667
13,0.11972829225705936,0.9671875,1.1642261450684357,0.74
14,0.09892097059928347,0.97421875,1.197201980487201,0.7266666666666667
15,0.181594310834771,0.94609375,1.3935025328351427,0.7133333333333334
16,0.18645320911891758,0.94140625,1.3487829158573246,0.72
17,0.09299584742984734,0.9671875,1.164009964445904,0.68
18,0.08568340732017532,0.97265625,1.0376875782576827,0.7333333333333333
19,0.03397470865311334,0.99375,1.2588503200137044,0.7133333333333334
20,0.02844353718755883,0.9921875,1.0144572093424116,0.76
21,0.017552873555359838,0.996875,1.008890984050936,0.7866666666666666
22,0.03499843208401217,0.99375,1.050087268654009,0.7733333333333333
23,0.016431553922484455,0.9953125,1.0836938406480172,0.74
24,0.04665713989343203,0.98515625,1.8514263985069739,0.6666666666666666
25,0.17092778855294455,0.95,1.4567485692299003,0.7
26,0.08352695861540269,0.98203125,1.1270242920968667,0.76
27,0.05953054599594907,0.9796875,1.3507004275452952,0.74
28,0.05602751030601212,0.984375,1.634777216631293,0.6866666666666666
29,0.09744002286897739,0.97421875,1.2005369160588513,0.7533333333333333
30,0.011976781561679672,0.9984375,1.3562234100349224,0.7333333333333333
31,0.0008820561852189712,1.0,1.329300368625674,0.7666666666666667
32,0.000540480811650923,1.0,1.3508735932785203,0.7733333333333333
33,0.00041698178361002645,1.0,1.3669041343673491,0.7666666666666667
34,0.0003109355883680109,1.0,1.3798081819313923,0.7666666666666667
35,0.0003188156249052554,1.0,1.3882623099395883,0.7666666666666667
36,0.00025253804828935246,1.0,1.3996085241740124,0.7666666666666667
37,0.0002055327957350528,1.0,1.410394759497902,0.7666666666666667
38,0.00022726482266079983,1.0,1.425656836846331,0.7666666666666667
39,0.00018336834477850061,1.0,1.432230706944412,0.7666666666666667
40,0.00015457634349331785,1.0,1.4388519982654406,0.7666666666666667
