Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
1,2.06924180239439,0.16953125,1.898306711514791,0.2866666666666667
2,1.8753383129835128,0.27578125,1.7467844486236572,0.38666666666666666
3,1.8350361734628677,0.31328125,1.7922078790267308,0.38666666666666666
4,1.7765797704458237,0.3359375,1.6486103304227193,0.36666666666666664
5,1.7593686789274217,0.34140625,1.6193673666318258,0.4
6,1.7607332617044449,0.32265625,1.6147958966096243,0.3933333333333333
7,1.6711309373378753,0.38125,1.440880813151598,0.5133333333333333
8,1.6876127660274505,0.3703125,1.4224295363823574,0.54
9,1.5927886202931405,0.390625,1.4572297432025274,0.44
10,1.5837116897106172,0.40859375,1.4163666770855585,0.5
11,1.5616567820310592,0.4171875,1.3229114588350057,0.47333333333333333
12,1.520792906731367,0.43984375,1.25551700959603,0.5533333333333333
13,1.4798457339406013,0.44140625,1.2896984791755677,0.5533333333333333
14,1.4716372206807136,0.44921875,1.2492023244748514,0.5733333333333334
15,1.5752937920391559,0.39765625,1.6326263498763243,0.42
16,1.6630227118730545,0.3703125,1.431382293452819,0.52
17,1.5341623835265636,0.4359375,1.4289340034375588,0.4666666666666667
18,1.4781532093882561,0.45390625,1.355528298864762,0.49333333333333335
19,1.4246335588395596,0.46875,1.2604685348148148,0.5533333333333333
20,1.5300805032253266,0.4375,1.5658240176240603,0.44
21,1.5684799805283547,0.40859375,1.3311912496139606,0.54
22,1.4318091347813606,0.47109375,1.2857729231193662,0.5666666666666667
23,1.451467051357031,0.47578125,1.3446346437186003,0.4533333333333333
24,1.3694164514541627,0.49453125,1.1137978715946277,0.5866666666666667
25,1.35670555382967,0.5125,1.1105596787730854,0.6066666666666667
26,1.3587518766522408,0.4984375,1.2015622696404655,0.58
27,1.283381874114275,0.5171875,1.0722506012270847,0.62
28,1.3036191262304784,0.51953125,1.132707021224002,0.5533333333333333
29,1.2437478967010975,0.53515625,1.0121470991459987,0.6066666666666667
30,1.2817009441554545,0.53671875,0.9141632923064753,0.7
31,1.211087828874588,0.546875,0.907602872972687,0.68
32,1.1455499216914178,0.58046875,0.950826074341312,0.66
33,1.1345778815448284,0.58125,0.8920259897597134,0.6733333333333333
34,1.1210605278611183,0.596875,0.8877546881511807,0.6866666666666666
35,1.1212965480983257,0.5875,0.8631073907079796,0.66
36,1.0848621740937232,0.6,0.8697184464645883,0.6866666666666666
37,1.1155825160443782,0.59375,0.9542093148703377,0.6933333333333334
38,1.0704422794282435,0.62890625,0.8450477139791474,0.6866666666666666
39,1.0545454502105713,0.63359375,0.8587746354068319,0.6933333333333334
40,1.014638465642929,0.62734375,0.802923378443035,0.7066666666666667
41,1.0053500954061747,0.640625,0.9115069169318304,0.64
42,1.0072862837463616,0.640625,0.7983163945283741,0.7
43,0.9536758258938789,0.64375,0.8326335628330708,0.7
44,0.9784557737410069,0.66328125,0.9313889858638867,0.6333333333333333
45,0.9821519613265991,0.64296875,0.7519418997488295,0.7133333333333334
46,0.9365337904542684,0.653125,0.803897266658023,0.7
47,0.9406752053648233,0.67734375,0.7793541299916493,0.74
48,0.9237812884151936,0.66875,0.7793029797511796,0.7333333333333333
49,0.876725060492754,0.68046875,0.7895624781167134,0.7133333333333334
50,0.8253472007811069,0.69609375,0.831218794096106,0.66
51,0.8102509059011936,0.71953125,0.7154351751382152,0.76
52,0.8651033021509648,0.6828125,0.7175011638668366,0.7333333333333333
53,0.8238554382696748,0.6984375,0.6784364393143915,0.74
54,0.8187306147068739,0.71796875,0.7676664315164089,0.7066666666666667
55,0.7429391980171204,0.72734375,0.7906797834377115,0.7133333333333334
56,0.8003108041360975,0.70703125,0.6736142198873374,0.7866666666666666
57,0.764854347333312,0.715625,0.736738100546645,0.7266666666666667
